AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
CAREER: Engineering Electrolytes and Active Sites for Efficient Nitrogen Cycle Electrocatalysis,2026-03-01,2031-02-28,702370.0,59
Conference: Thematic Month Around the Langlands Program,2026-03-01,2027-02-28,20000.0,11
CAREER: Molecular Design Rules Governing Chirality Transfer in Conjugated Polymers,2026-03-01,2031-02-28,379380.0,59
Travel: Travel: Conference: NSF Student Travel Grant for 2026 IEEE International Conference on Pervasive Computing and Communications (PerCom),2026-03-01,2027-02-28,25000.0,11
RESEARCH-PGR: Genomic and Regulatory Processes Associated with Drought-stress and Environment in Oaks (The Stress Project),2026-03-01,2029-02-28,300000.0,35
Conference: Southern Regional Number Theory Conference,2026-03-01,2027-02-28,17500.0,11
CAREER: Ultrapolar Molecules: New Opportunities for Quantum Simulation,2026-03-01,2031-02-28,504319.0,59
Travel: NSF Student Travel Grant for 2026 IEEE International Symposium on Hardware-Oriented Security and Trust,2026-03-01,2027-02-28,15000.0,11
US-Africa Collaborative Research Network in Mathematical Sciences,2026-03-01,2026-06-30,37023.0,3
Equipment: MRI: Track 1: Acquisition of InSpect: Instrument for Research and Education in Spectrum Science,2026-03-01,2029-02-28,1300000.0,35
Consistent Semi-Lagrangian Method for Accurate Simulations of Gas-Liquid Flows in Complex Geometries,2026-03-01,2029-02-28,340645.0,35
Configuration Mimetic Osteogenic Peptides by Simulation and Machine Learning,2026-03-01,2029-02-28,300000.0,35
Nuclear Physics from Multi-Messenger Mergers (NP3M),2026-03-01,2027-08-31,878653.0,17
"Student Support for 2026 IISE Annual Conference and Expo; Arlington, Texas; 16-19 May 2026",2026-03-01,2027-02-28,30000.0,11
Collaborative Research: An Integrated Multiscale Reduced-Order Modeling and Experimental Framework for Lithium-ion Batteries under Mechanical Abuse Conditions,2026-03-01,2026-11-30,42628.0,8
Sustainable Research Pathways for NAIRR: Expanding the NAIRR Community,2026-03-01,2028-01-31,897758.0,22
CAREER: Variational Analysis of Elastic Patterns and Mechanical Metamaterials,2026-03-01,2027-05-31,103434.0,14
Positive and Mixed Characteristic Birational Geometry and its Connections with Commutative Algebra and Arithmetic Geometry,2026-03-01,2027-05-31,183022.0,14
Laboratory Studies of Core Lightning Chemistry Products and Modeling of Corona Discharge Initiation,2026-03-01,2029-02-28,629189.0,35
Development of Materials that Selectively Sorb and Release Gaseous Oxidized Mercury Compounds,2026-03-01,2028-02-29,549837.0,23
Collaborative Research: Calibrating the Pace of Paleotropical Environmental and Ecological Change During Earths Previous Icehouse,2026-03-01,2026-07-31,6483.0,4
CAREER: Heterogeneous Catalysis from Correlated Wavefunction Theories,2026-03-01,2031-02-28,692909.0,59
Collaborative Research: Investigating the Molten Salt Synthesis of Metal Oxide Nanoparticles via in situ X-ray Scattering/Spectroscopy Techniques,2026-03-01,2027-10-31,270000.0,19
SaTC 2.0: RES: U.S.-Ireland R&D Partnership: Enhancing Resilience and Safety in Industrial Control Systems through Integrated IT and OT Modeling and Analysis,2026-03-01,2029-02-28,600000.0,35
Conference: 15th Panhellenic Logic Symposium (PLS 2026),2026-03-01,2027-02-28,20960.0,11
Conference: Southeastern Analysis Meeting,2026-03-01,2027-02-28,25000.0,11
Simultaneous Desalination and Metal Recovery Enabled by Electrochemical Ion Pumping,2026-03-01,2029-02-28,420280.0,35
Research Infrastructure: CC Network-Region: Enabling Data-driven Research and Education in Small Florida Universities through Advanced Regional Networking Enhancements,2026-03-01,2028-02-29,1400000.0,23
Conference: Graduate Student Topology and Geometry Conference 2026,2026-03-01,2027-02-28,40000.0,11
Collaborative Research: NSF-DFG: SaTC 2.0: RES: Toward Zero Trust Wireless Integrated Sensing and Communication Systems,2026-03-01,2029-02-28,300000.0,35
NERC/NSF-GEO: Constraining the source organism and function of bacteria membrane lipids to develop a robust terrestrial paleotemperature proxy,2026-03-01,2029-02-28,398442.0,35
Self-Optimizing Electrical Muscle Stimulation Garments for Rehabilitation,2026-03-01,2029-02-28,450000.0,35
Collaborative Research: NSF-DFG: SaTC 2.0: RES: Toward Zero Trust Wireless Integrated Sensing and Communication Systems,2026-03-01,2029-02-28,300000.0,35
Long term compliance observations of the evolving magma chamber at Axial Volcano,2026-03-01,2029-02-28,680331.0,35
EAGER: REDTEAM: Research Environment Defense Through Expert Attack Modeling,2026-03-01,2027-08-31,199853.0,17
CAREER: Connecting Microscopic Rearrangements to Macroscopic Flow in Dynamic Covalent Networks,2026-03-01,2031-02-28,390000.0,59
EAGER: Safe Direct Sound Printing: De-risking Thermo-acoustic Phenomena in Non-invasive Deep Tissue Bioprinting,2026-03-01,2028-02-29,150000.0,23
Conference: AI Readiness & AI Reproducibility for Scientific Data,2026-03-01,2026-08-31,43500.0,5
MCA: Eavesdropping vectors and disease transmission in mixed-species assemblages,2026-03-01,2029-02-28,233022.0,35
Conference: Hydrogeophysics Workshop of the Society of Exploration Geophysicists and American Geophysical Union,2026-03-01,2027-02-28,19588.0,11
Collaborative Research: Interfacial Structural Dynamics in Aqueous Zinc-Ion Batteries with Non-Newtonian Quasi-Solid-State Electrolytes,2026-03-01,2029-02-28,306539.0,35
Collaborative Research: Interfacial Structural Dynamics in Aqueous Zinc-Ion Batteries with Non-Newtonian Quasi-Solid-State Electrolytes,2026-03-01,2029-02-28,296112.0,35
Equipment: CC Storage-Region: RRSNM: Regional Research Storage to Advance Cyberinfrastructure at Institutions in New Mexico,2026-03-01,2028-02-29,1396785.0,23
Collaborative Research: FIRE-WUI: Harnessing AI and Engineering Innovation for Post-Fire Property Decontamination and Economic Recovery,2026-02-15,2029-01-31,325000.0,35
Collaborative Research: FIRE-WUI: Harnessing AI and Engineering Innovation for Post-Fire Property Decontamination and Economic Recovery,2026-02-15,2029-01-31,646945.0,35
CAREER: Enzymatic Sulfur Incorporation and Modification in the Biosynthesis of Natural Products,2026-02-15,2028-01-31,598188.0,23
REU Site: Artificial Intelligence in Modern Physics Research,2026-02-15,2029-01-31,333375.0,35
Insights into Sunward Streaming Energetic Particle Formation and Evolution through Multi-Point Observations,2026-02-15,2029-01-31,509494.0,35
"Nanoscale Insight into the Nucleation, Growth, and Properties of the Solid Electrolyte Interphase in Water-in-Salt Electrolytes",2026-02-15,2029-01-31,556374.0,35
Collaborative Research: Accelerated Discovery of Lead-Free Metal Halide Perovskitoids using Automation and Artificial Intelligence,2026-02-15,2029-01-31,364453.0,35
CAREER: Molecular Design Rules for Self-Reporting Biophotonic Nanoprobes to Elucidate Intracellular Pathways Driving Chronic Pain,2026-02-15,2031-01-31,579191.0,59
Collaborative Research: The causes and consequences of Higher Order Interactions (HOI),2026-02-15,2028-08-31,728406.0,30
Conference: Integrating Research and Illustration in Number Theory,2026-02-15,2027-01-31,20000.0,11
EAGER: Enhancing Biosensor Response Rates through Nanostructures with Analyte Delivery Functions,2026-02-15,2028-01-31,272112.0,23
Conference: 2026 Geobiology Gordon Research Conference and Seminar,2026-02-15,2026-07-31,49850.0,5
Collaborative Research: GCR:Can improved ecological forecasting accelerate sustainability transformation in urban lighting,2026-02-15,2026-09-30,50324.0,7
Collaborative Research: FDT-BioTech: Advancing Mathematical and Statistical Foundations to Enhance Human Digital Twin of Neurophysiological Modeling and Uncertainty Quantification,2026-02-15,2027-12-31,429820.0,22
Entropy and Boundary Methods in von Neumann Algebras,2026-02-15,2027-06-30,60659.0,16
"Random structures in high dimensions: Matrices, polynomials and point processes",2026-02-15,2026-08-31,157770.0,6
Structure-preserving machine learning moment closures for kinetic equations,2026-02-15,2026-07-31,158271.0,5
Novel Full Switching and Photo-galvanic effect in PT-invariant Quantum Antiferromagnets,2026-02-15,2029-01-31,566139.0,35
RAPID: Guided Laser Wakefield Acceleration at the ZEUS Laser Facility,2026-02-15,2027-01-31,200000.0,11
Engineering Cyanine Aggregation and Self-assembly to Access Exceptionally Red-shifted Organic Chromophores,2026-02-15,2029-01-31,848097.0,35
Collaborative Research: Hydrodynamic Mechanisms and Scalability of Metachronal Swimming Across Viscous to Inertial Flow Regimes,2026-02-15,2029-01-31,300201.0,35
CAREER: Advancing Efficient Global Optimization of Extremely Expensive Functions under Uncertainty using Structure-Exploiting Bayesian Methods,2026-02-15,2028-07-31,269822.0,29
"Travel: NSF Student Travel Grant for 2026 International Symposium on Modeling and Optimization in Mobile, Ad hoc, and Wireless Networks (WiOpt)",2026-02-15,2026-07-31,15000.0,5
Nanoscale Quantum Sensing of Magnetic and Noncentrosymmetric Weyl Semimetals,2026-02-15,2029-01-31,480000.0,35
Polariton and CISS Effects on Photoinduced Electron Transfer from Quantum Confined Semiconductor Nanocrystals,2026-02-15,2027-02-28,44668.0,12
Multiplex Next Generation Sequencing of Glycans and Nucleic Acids for Accelerating the Development of Cell Factories and Bioprocesses for Glycoprotein Biomanufacturing,2026-02-15,2028-07-31,449962.0,29
"CAREER: Chest Vibrations as Markers of Critical Congenital Heart Defects: Characterization, Genesis, and Clinical Significance",2026-02-15,2029-12-31,299999.0,46
Collaborative Research: Dynamic Reversal Phenomena in Advanced Magnetic Nanostructures,2026-02-15,2030-01-31,556678.0,47
Collaborative Research: Dynamic Reversal Phenomena in Advanced Magnetic Nanostructures,2026-02-15,2030-01-31,532285.0,47
CAREER: Electron Donor-Acceptor Strategies for Photocatalytic Selective C(sp2)-H and C(sp3)-H Activation and Functionalization,2026-02-15,2031-01-31,775000.0,59
"Conference: Artificial Intelligence, Formal Methods, and Mathematical Reasoning (AIMing) PI Meeting",2026-02-15,2027-01-31,36585.0,11
Conference: Low-Dimensional Materials and Electronics Conference,2026-02-15,2026-07-31,299596.0,5
Experimental and Theoretical Investigations of Organic Reaction Rates and Mechanisms,2026-02-15,2029-01-31,600001.0,35
In vivo mapping of reproductive tissue remodeling during pregnancy using diffusion MRI,2026-02-15,2029-01-31,499996.0,35
Collaborative Research: FIRE-WUI: Harnessing AI and Engineering Innovation for Post-Fire Property Decontamination and Economic Recovery,2026-02-15,2029-01-31,350000.0,35
Collaborative Research: Accelerated Discovery of Lead-Free Metal Halide Perovskitoids using Automation and Artificial Intelligence,2026-02-15,2029-01-31,393021.0,35
Collaborative Research: Conference: US Advancing Leadership in Global Networking Standards (US-ALIGNS),2026-02-15,2027-01-31,50000.0,11
"New Synthetic Opportunities with N-Alkenylnitrones and N,O-Dialkenylhydroxylamines",2026-02-15,2028-07-31,550692.0,29
Collaborative Research: Conference: US Advancing Leadership in Global Networking Standards (US-ALIGNS),2026-02-15,2027-01-31,100000.0,11
CAREER: Understanding Local Stereochemistry of Anharmonic ns2 Lone Pairs in Heteroleptic Halides and Chalcohalides via Total Scattering,2026-02-15,2031-01-31,478361.0,59
Collaborative Research: Hydrodynamic Mechanisms and Scalability of Metachronal Swimming Across Viscous to Inertial Flow Regimes,2026-02-15,2029-01-31,348176.0,35
CAREER: Designing Hybrid Metal-Organic FrameworkHydrogel Biomaterials for Bio-instructive Chemokine Gradients,2026-02-15,2031-01-31,524997.0,59
Conference: 21st Annual Graduate Student Combinatorics Conference,2026-02-15,2027-01-31,45950.0,11
Conference: Midwest Numerical Analysis Day 2026,2026-02-15,2026-07-31,25000.0,5
NMR Imaging of Non-Markovian Diffusion Transport,2026-02-01,2029-01-31,499955.0,35
Mechanism-Guided Discovery of Superior Corrosion Resistance in High-Entropy Alloys,2026-02-01,2029-01-31,486349.0,35
EPSCoR Research Fellows: NSF: Cost-Effective AI for Image Analysis,2026-02-01,2028-01-31,285122.0,23
CIVIC-FA Track B: Data-Driven Monitoring and Optimizing of Right-of-Way Permits,2026-02-01,2026-09-30,593725.0,7
Equipment: NSF MRI: Acquisition of Two-Photon Microscope for Non-Human Primate Research,2026-02-01,2029-01-31,750914.0,35
Ultraviolet Photodissociation and Ion Mobility Mass Spectrometry for Top-Down Characterization of Nucleic Acids,2026-02-01,2029-01-31,630000.0,35
MCA Pilot PUI: Can unhatched eggs or trash affect nestling development and survival via modified thermal properties of the nest,2026-02-01,2029-01-31,294443.0,35
Conference: Geometry Labs United 2025,2026-02-01,2027-01-31,47419.0,11
EPSCoR Research Fellows: NSF: Developing Synchrotron-based Multi-Modal Characterization Techniques and Accelerating Solid-State Battery Design,2026-02-01,2028-01-31,297689.0,23
An Inverse Problem Approach to Micro-PIV for Investigating Tiny Insect Flight Aerodynamics,2026-02-01,2029-01-31,550000.0,35
NERC-NSFGEO: The impact of cohesive material on critical shear stress in gravel bed rivers,2026-02-01,2029-01-31,167470.0,35
FIRE-WUI: Community Resilience Assessment Framework for Wildfires using Multi-Resolution Digital Twins,2026-02-01,2029-01-31,2491133.0,35
Delving Deep into the Mountain Block for Future Water Security,2026-02-01,2028-01-31,294592.0,23
PPM - How Is Protein Arginine Methylation Coordinated with Other Modifications to Effect Biological Function,2026-02-01,2029-01-31,830581.0,35
Travel: NSF Student Travel Grant for the 2026 ACM/IEEE International Conference on Human-Robot Interaction (HRI),2026-02-01,2027-01-31,12190.0,11
Conference: Bridging the gap between NISQ and FTQC,2026-02-01,2027-01-31,61800.0,11
"Conference: Set Theory: Large Cardinals, Forcing and Higher Order Languages",2026-02-01,2026-10-31,34826.0,8
Conference: New Frontiers in Quantum Algorithms for Open Quantum Systems,2026-02-01,2027-01-31,77460.0,11
Collaborative Research: Linking phenotypes and genomes to environmental maladaptation in two contrasting oak species,2026-02-01,2030-01-31,367034.0,47
Collaborative Research: CISE-ANR:III: Small: Leveraging External Data for Enhanced Understanding and Causal Attribution of Anomalies in Wastewater Networks,2026-02-01,2029-01-31,399999.0,35
CAREER: Unsteady Inertial Flow Dynamics in a Confined Domain Excited by Analytical and Empirical Actuation Patterns,2026-02-01,2031-01-31,558713.0,59
Simulating fluid dynamics using hybrid quantum-classical devices,2026-02-01,2029-01-31,543305.0,35
Equipment: MRI: Track 1 Acquisition of a JEOL JEM-120i Transmission Electron Microscope with 3D Tomography for the Central Microscopy Facility at the Marine Biological Laboratory,2026-02-01,2029-01-31,1250907.0,35
CAREER: Well-posedness and long-time behavior of reaction-diffusion and kinetic equations,2026-02-01,2029-05-31,87716.0,39
Equipment: MRI: Track 1 Acquisition of a Near Ambient Pressure X-Ray Photoelectron Spectroscopy (NAP-XPS) System for Research and Teaching at the University of South Carolina,2026-02-01,2029-01-31,1395900.0,35
CAREER: Learning Theory for Large-scale Stochastic Games,2026-02-01,2029-01-31,174629.0,35
Manipulating Shedding Vortices Guided by Harmonic Resolvent Analysis,2026-02-01,2029-01-31,251787.0,35
CAREER: Solving the Quantum Many-Body Problem in Moire Materials with Quantum Geometry & Tensor Networks,2026-02-01,2031-01-31,360000.0,59
RAPID: Wildfire-induced changes to fluvial hydraulics and geomorphology in the Grand Canyon,2026-02-01,2026-07-31,43659.0,5
